Thread ID,Comment
Ugy3kcTGjheiWtpzplt4AaABAg,"Bro I just copied the entire script of the video:<br> So this is the brand-new Z Fold 5 and the Z Flip 5. This is what it looks like when Samsung settles. I&#39;ll explain. (upbeat music) So welcome to your first look at Samsung&#39;s newest generation of foldables. They look very similar to last year. Matter of fact, you probably didn&#39;t even realize that this is last year&#39;s phone. So Samsung makes two foldables right now. There&#39;s the Z Flip 5 and the Z Fold 5. Same exact shape and dimensions as last year, same aspect ratios, same cameras, same batteries. It would actually be faster for me to just tell you everything that&#39;s different, so that&#39;s exactly what I&#39;m gonna do. So I&#39;ll start with the Flip 5, the more interesting one. It gets an upgrade to the new Snapdragon 8 Gen 2 chip that&#39;s been both powerful and efficient in the S23 series, and it gets a new and improved hinge that&#39;s smaller in every dimension and actually has less moving parts. It&#39;s simpler, which should help with everyday durability, and it now allows the phone to fold completely flat. I don&#39;t really see or feel any difference with the crease on the other side. It&#39;s, you know, still the same tech that we&#39;ve been using on the screen for a few years now. It&#39;s just the fact that Samsung has gotten rid of the gaps, so it folds down a little bit smaller, a little thinner, and is less likely to catch any dust or debris on the inside because it&#39;s flat. But the main upgrade is definitely the larger outside screen. So this is something that&#39;s slowly, steadily been getting bigger and bigger with each generation. The Z Flip 4, you might remember, had the biggest yet. That was a 1.9-inch cover display. This one is graduating up to a 3.4-inch Flex window that goes almost from corner to corner &#39;cause, you know, you gotta name everything. It&#39;s very clearly not quite as bold as what Motorola did with the Razr Plus, which is this crazy, it&#39;s actually corner to corner basically, and there&#39;s, like, cutouts for the cameras, which, it&#39;s pretty sick. It&#39;s very visually striking. But the idea is the same, which is that it&#39;s giving you more readable, glanceable information and making it more usable before you even open it. So as the size of the outside display has expanded, so has the size of the dozen-plus widgets that work on the outside screen, showing you everything from clocks and timers to notifications and messages. There&#39;s also a new pinch gesture to zoom out, and it&#39;ll show you all of the widget screens you have enabled, which is kind of smart. Kind of feels smart watch-ish. But anyway, the new screen is also covered in Gorilla Glass Victus 2, as well as the back of the phone. And that&#39;s it. That&#39;s all that&#39;s new. New cover screen, new chip, new hinge. Everything else, everything else from the cameras to the battery to the charging speed to the crease, the speakers, the inside screen is all the same as last year, except the base storage because the $1,000 starting price now will get you 256 gigs of storage instead of 128. That&#39;s good to see. So then the Z Fold 5, the big dog, actually has even less new here. So it also gets the new chip, it&#39;s also got Gorilla Glass Victus 2, and it also has a new hinge. And I don&#39;t think that should be underrated. Like, that&#39;s clearly one of the most important parts of a folding phone, so the fact that it now is slightly thinner and slightly more durable and folds completely flat, all of that is thanks to the hinge and that&#39;s all sweet. But then also, the inside display is now actually much brighter. It gets up to 1,750 nits, which is dramatically better than last year, which was 1,000 nits, so that&#39;s awesome. And then, yeah, that&#39;s it. Like, the outside screen is the same tall 6.2-inch cover display. The triple camera system on the back appears to be exactly the same hardware. The under-display 4-megapixel selfie camera hidden in the big display is also exactly the same. The battery size is the same, the charging speeds are the same, it&#39;s IPX8 water resistant again. There is a new S Pen. I&#39;ll say this. The S Pen for Fold is now 40% thinner than the last one. It still doesn&#39;t go inside the phone like a S23 Ultra or a Galaxy Note used to, but at least if you wanna carry it alongside the phone in that little case they made for it, it&#39;ll stick out way less because it&#39;s this flat shape. And there are some software improvements, like a few more optimized apps, you know, like Instagram, TikTok, YouTube, when the screen is open or halfway open. And the improved task bar at the bottom can now show up to four of your most recent apps, which, I guess that goes pretty hard for multitasking. But, you know, I believe these things can also make it to the last gen Fold. All that being said, that phone&#39;s also gonna start at the same price as last year, $1,799. I saw all this stuff, and Samsung told me about the phones, and I was thinking about it for a little bit, and I guess I kind of came to the conclusion that this is just the Samsung way. It&#39;s not like they&#39;re getting lazy or something, like it&#39;s a small, minor update, and that&#39;s all Samsung ever does anymore. But it&#39;s more just, this is on this state of foldables in general and where Samsung sits in that space. So I made a video like a year ago on the state of foldables &#39;cause we had a bunch of them coming out, and I&#39;ll leave a link below if you wanna watch it, but basically the conclusion I came to is there are three form factors that we&#39;ve been settling on, which is the Flips, the Folds, and the others. And so my theory on the way Samsung operates in this space is, basically, they&#39;re so settled into these two form factors and being safe with these and churning along with them that any drastic change, any major change that I would want would actually probably just be a new phone. Like, okay, think about this. In the past, we&#39;ve typically seen Samsung just throw stuff at the wall just to see what sticks. They&#39;re not afraid to have 1,000 different phones in their lineup. They practically invented big phones. Do you remember the Samsung Galaxy Mega? This is gonna sound crazy, but one day, Samsung decided to just make a gigantic phone. Compared to what else was out, it looked like this next to normal phones at the time. But sure enough, over the years, guess what? We kind of settled into that form factor, and that 6.3-inch Galaxy Mega today would be a pretty normal-sized flagship phone. You remember the Galaxy Note Edge? Eight years ago, Samsung tried curving the display over the edge of the side of the phone when no one else had really done that before, and now they&#39;ve been settling into that sort of thing ever since. Same deal with the Note and styluses. So as I hold the new Z Fold 5, yeah, it&#39;s super similar to last year&#39;s phone, which was a really good phone, but the thing is now that I&#39;ve held some of these others, like the OPPO and especially the Pixel Fold, I am struck by how tall and narrow Samsung&#39;s outside cover screen is. It doesn&#39;t feel nearly as natural as the Pixel Fold. And I don&#39;t really enjoy typing on it or watching content on a display that&#39;s so tall and awkwardly shaped either. But for whatever reason, it feels like Samsung is so set on settling in and just iterating on these two form factors that they&#39;ve already made. So if they were to decide, &quot;Oh, yeah, we should make, like, a more passport-shaped foldable,&quot; I think they&#39;d just make a whole nother phone. So there&#39;s a bunch of other smaller things I was really hoping to see in this update, like an improvement on the under-display selfie camera that I&#39;ve been talking about on the inside screen. But this appears to be literally the exact same hardware, so you&#39;re still gonna have some heavy processing and some rough image quality there. It would&#39;ve been nice to see the improved back cameras get closer to the flagship status of the S23 series, but they&#39;re also using the same sensors back there again as well, which were fine. A bigger capacity battery would&#39;ve been cool to see to match the Pixel Fold or even a slot where the new super slim S Pen maybe could&#39;ve been stored inside the phone. That would&#39;ve been legitimately very impressive innovation. But still, even leaving so many of these things literally the same as last year, collectively, it&#39;s still gonna be a pretty safe phone. As far as folding phones that you can buy right now, this one&#39;s still gonna be really good. There&#39;s also some other hardware, by the way, at this announcement. Samsung did this whole Unpacked event. There&#39;s some incremental improvements on the watches with bigger screens and thinner rotating bezels that are super sweet. And the new S9 series of tablets, they just got the new Snapdragon 8 Gen 2 chip as well. And I still just love the S9 Ultra so much. What a ridiculous, awesome, gigantic tablet with a 14-1/2-inch, 120-hertz display, just a razor-thin monster media device. I&#39;m just glad this exists, so just wanted to shout that out. But that&#39;s all we&#39;ve got for now. I&#39;m super curious to hear what you guys actually think of Samsung keeping especially the $1,800 folding phone price and not really changing much, but let me know. Till the next one. Catch you guys later. Peace."
Ugy_6XtlJQTecFGr4jB4AaABAg,I think i will wait for an openbox 1tb on best buy. For them to re-release the same phone with such little improvements at the same price point is just a middle finger to the consumer base. Why they couldn&#39;t shove a 8000mAh battery in such a large form factor is just arrogance
Ugxfa-eDqPcNWVHVIG54AaABAg,I just want samsung to make the zfold wider. Like i hate the super narrow screen design when its closed
Ugz547xW1O4oPyrHEON4AaABAg,The flip looks really cute
Ugwo31bbluxM_i74Hel4AaABAg,Hey I hope people see this and yourself sees this... I purchased the fold 4 loved it until it broke down the crease I have now been in a battle with Samsung for over 2 weeks. They won&#39;t repair it and sent me a bill of £538! Which is a lot to pay for something you didn&#39;t break the reason is that there&#39;s a small scratch on the side of the front screen. I have been told by people high up in Samsung that they agree with me that it&#39;s not my fault but due to terms and conditions I have to pay! Please don&#39;t by into these prototype folds I don&#39;t want anyone to go through this.
Ugy6xprqBqnODyifPY14AaABAg,I was hoping the phones supported WiFi 7.
UgwH4YWdVO7csLsWuR14AaABAg,Flip 5 cut it in half just the front screen and  im buying one. No need for the back part.
Ugz8Oa6EMhYypj1eNiJ4AaABAg,pfff samsung e700 rules... if you wos born..... tell somthing new ...
UgwVYrV6uSd9sbxcraZ4AaABAg,"I don&#39;t think Samsung&#39;s focus is the audience that buys every new version of a phone, unlike Apple&#39;s audience you buy every 3rd version of a Samsung."
UgwpsUGf2Rje65sSUv94AaABAg,"already go the fold 4 , gonna skip 5 and see what google and samsung bring out next year , maybe a samsung fold with a slightly chunkier rear for the s pen to slot into and either a touch wider or shorter completely agree its not a natural front screen size for content"
UgzLxPma_VXVtTq6B994AaABAg,Bro give me one plz.I really want one
UgyVbBHAh3x7fxzit6J4AaABAg,Next time .. make a video about iPhone Z fold 0 and iphone Z flip 0 ..<br>I think it will be the same the same the same the same the same as last year .. 😂😂😂😅😊
UgwFHlNR5qNTckdt-wN4AaABAg,The apple way
UgzmtgQcmHXQfkOzApB4AaABAg,"9 months and the flip 4 de-laminated from the middle/crease. Support mentioned yeah, that happens."
UgzWBZ3RsE5Pl4IbN694AaABAg,Áudio em português 😊
Ugyw0gusFKj1YkrTPWx4AaABAg,i have an zfold 2 im thinking about buying the s23 ultra big screen is cool but i dont use it as much i also think the ultra is a big enough phone for the things you think your gonna use a fold for.. any opinions?
UgzmZRCOy0MEiqglwyt4AaABAg,i think it is time for me to consider Z fold 4 with discount.
Ugzv9QpnnnDHr3h_cIt4AaABAg,I am getting a op9 at 24000 excellent condition should I opt for it??
Ugx516jv971MDoV_rFx4AaABAg,Folds have a astronomical projection in the next 5 years. Especially for the elderly crowd?
UgzzztG1iFhyZYQAtHF4AaABAg,"The look of the phone kinda shows how much Samsung settled. Look at the Huawei Mate X3, or Honor or Vivo or Oppo foldables. They look different from each other, and hardware wise, they are way thinner, Oppo has a nice compact aspect ratio, X3 has a periscope lens, while somehow, somehow in the end Samsung ended up turning a foldable into a brick phone anyway 🤣"
Ugw5IBlkdTzTdv689FB4AaABAg,Why is he mexican now?
Ugy13MHZeeyOMJK8FUx4AaABAg,"I know it&#39;s an unpopular opinion but imo Samsung should keep this form factor for the sake of variety/choice.<br>There are already enough (and increasingly more) Foldables that have a &quot;normal&quot; form factor. If I was interested in a new phone right now and wanted such a Foldable, I&#39;d just wait for the Western release of the Magic V2.<br><br>But it&#39;s nice to have the option to buy a Foldable with Z Fold&#39;s form factor, too. It has a couple of unique advantages.<br>1. It&#39;s much more comfortable to operate one-handed, even if you don&#39;t have big hands<br>2. Due to it being narrower, you can get a case with a SPen holder on the side without the phone becoming <i>too</i> wide. <br><br>People who have fat fingers or are awful at typing and thus think &quot;it&#39;s too narrow!!&quot; have other options. It&#39;s nice to have this option, too.<br><br>edit: an alternative would be to add some width but have an integrated SPen like the Ultra."
UgyfnY6-LQ6VO85fn8Z4AaABAg,офигенный ролик
UgwO31ksnSRwzCzmbKt4AaABAg,This is the first year I am not going to upgrade my foldable phone they just want as to buy the same device again see you next year
UgynkXKGOalY0R3_UYl4AaABAg,As usual apple always lacking behind. But hey this year we get thinner bezels hahahaha
UgxJo0WDAUuvcvximOh4AaABAg,I have the flip 4 pre ordered the 5 can&#39;t wait
UgzmEwuinG47-rAQZBJ4AaABAg,Right now samsung doesn&#39;t have any competitors in the flip an foldable phones so they not gonna go all out they just gonna milk it till they need to upgrade it
UgwhH8vkjNxCl6__GCB4AaABAg,I think the problem with these foldables is not enough people are buying them.
UgzB053klQMxLQ4bI1N4AaABAg,we still are not ready for foldables just my opinion
UgzAil_bUUjkrrbhQjd4AaABAg,Would you mind mentioning about radiation levels from this phone?
UgyZUtVNC8FeDWAstA14AaABAg,"Hey Marques, new fold 5 is coming out from Samsung right now, now I know you reviewed it, however would you be able to test the inside center of the phone where the hinge is it, specifically how easy blue and pink lines of pixelation running down the center is on the new one, I had mine for only a few months before it had this defect, and it&#39;s definitely on Samsung side cus I saw the same defect on a demo phone in the stores, idk if there is anyway to test it but just thought I would ask or see if there is a way to test it thanks, Also as well the repair tech also said that something was missing on the inside of the phone lol so, side note I had get new phone and just went with new 23+"
UgxnOEtQ2frI8qCGpH94AaABAg,I still like the Moto Razr implementation.
UgyEq5aWatGbjL--lJJ4AaABAg,Let&#39;s wait for z Fold 25
